"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"49662",122900,109,82,174,2,4,"0"
"49664",122900,182,27,174,2,4,"0"
"49673",122900,182,44,174,2,4,"0"
"49681",122900,109,41,174,2,4,"0"
"49689",122900,182,44,174,2,4,"0"
"49697",122900,182,40,174,2,4,"0"
"49700",122900,182,40,174,2,5,"0"
"49706",122900,109,22,174,2,5,"0"
"49712",122900,109,22,174,1,7,"0"
"49722",122900,109,22,174,1,7,"0"
"49729",122900,109,22,174,2,4,"0"
"49734",122900,109,1,2,5,1,"0"
"49735",122900,109,1,2,5,1,"0"
"49736",122900,109,1,2,5,1,"0"
"49737",122900,109,1,2,5,1,"0"
"49738",122900,109,22,174,1,7,"0"
"49746",122900,109,40,174,1,7,"0"
"49755",122900,109,22,174,2,4,"0"
"49757",122900,109,40,174,2,4,"0"
"49762",122900,109,41,174,2,4,"0"
"49766",122900,109,22,174,2,4,"0"
"49767",122900,182,40,174,2,3,"1"
"49774",122900,109,40,174,2,4,"0"
"49783",122900,109,40,174,2,4,"0"
"49791",122900,109,22,174,2,4,"0"
"49796",122900,109,22,174,2,4,"0"
"49803",122900,109,22,174,2,4,"0"
"49807",122900,109,31,174,1,7,"0"
"49814",122900,109,22,174,2,4,"0"
"49820",122900,109,22,174,2,4,"0"
"49825",122900,109,82,174,2,4,"0"
"49829",122900,109,22,174,2,4,"0"
"49833",122900,109,22,174,1,7,"0"
"49839",122900,109,22,174,1,7,"0"
"49847",122900,109,22,174,2,4,"0"
"49848",122900,109,40,174,1,7,"0"
"49855",122900,182,40,174,2,4,"0"
"49862",122900,182,40,174,2,4,"0"
"49873",122900,109,22,174,2,3,"1"
"49876",122900,182,40,174,2,4,"0"
"49886",122900,182,40,174,2,4,"0"
"49896",122900,182,40,174,2,4,"0"
"49901",122900,109,22,174,2,4,"0"
"49911",122900,182,40,174,2,4,"0"
"49916",122900,109,40,174,2,4,"0"
"49923",122900,109,40,174,2,4,"0"
"49928",122900,182,40,174,2,3,"1"
"49929",122900,182,22,174,2,5,"0"
"49936",122900,109,41,174,2,4,"0"
"49943",122900,109,22,174,2,4,"0"
"49951",122900,182,40,174,2,5,"0"
"49952",122900,109,40,174,2,4,"0"
"49958",122900,109,40,174,2,5,"0"
"49967",122900,109,81,174,2,5,"0"
"49968",122900,182,41,174,2,4,"0"
"49978",122900,109,40,174,2,4,"0"
"49986",122900,182,60,174,2,4,"0"
"49993",122900,182,40,174,2,4,"0"
"50003",122900,109,40,174,2,3,"1"
"50007",122900,182,82,174,2,4,"0"
"50008",122900,182,41,174,2,4,"0"
"50018",122900,109,40,174,2,3,"1"
"50019",122900,182,40,174,2,4,"0"
"50029",122900,182,22,174,2,4,"0"
"50040",122900,182,34,174,2,5,"0"
"50049",122900,109,22,174,2,3,"1"
"50051",122900,109,40,174,2,4,"0"
"50059",122900,182,41,174,2,4,"0"
"50065",122900,109,36,174,2,3,"1"
"50066",122900,182,36,174,2,4,"0"
"50073",122900,182,31,174,2,4,"0"
"50082",122900,182,36,174,2,4,"0"
"50089",122900,182,22,174,2,3,"1"
"50090",122900,182,36,174,2,3,"1"
"50091",122900,182,22,174,2,4,"0"
"50099",122900,182,40,174,2,4,"0"
"50107",122900,182,41,174,2,3,"1"
"50109",122900,109,22,174,2,3,"1"
"50110",122900,109,36,174,2,4,"0"
"50122",122900,182,36,174,2,3,"1"
"50123",122900,109,45,174,2,3,"1"
"50125",122900,109,38,174,2,4,"0"
"50137",122900,109,36,174,2,4,"0"
"50146",122900,109,20,174,2,4,"0"
"50155",122900,109,40,174,2,3,"1"
"50159",122900,162,49,174,2,4,"0"
"50160",122900,109,50,174,2,3,"1"
"50161",122900,109,38,174,2,4,"0"
"50169",122900,162,46,174,2,4,"0"
"50170",122900,182,82,174,2,3,"1"
"50171",122900,109,40,174,2,3,"1"
"50178",122900,182,22,174,2,4,"0"
"50189",122900,182,46,174,2,3,"1"
"50190",122900,109,22,174,2,3,"1"
"50192",122900,109,56,174,2,5,"0"
"50203",122900,109,28,174,2,4,"0"
"50213",122900,109,20,174,2,4,"0"
"50223",122900,109,22,174,2,4,"0"
"50232",122900,134,83,122,2,5,"0"
"50242",122900,134,27,122,2,4,"0"
"50249",122900,134,27,122,2,4,"0"
"50262",122900,134,31,122,2,5,"0"
"50268",122900,134,31,122,2,4,"0"
"50273",122900,134,22,122,2,4,"0"
"50274",122900,134,40,122,2,4,"0"
"50283",122900,134,45,122,2,4,"0"
"50292",122900,134,27,122,2,4,"0"
"50293",122900,134,31,122,2,4,"0"
"50299",122900,134,27,122,2,4,"0"
"50308",122900,134,44,122,2,4,"0"
"50311",122900,134,41,122,2,4,"0"
"50312",122900,134,22,122,2,4,"0"
"50318",122900,134,22,122,2,4,"0"
"50327",122900,134,40,122,2,4,"0"
"50335",122900,134,40,122,2,3,"1"
"50338",122900,134,41,122,1,7,"0"
"50350",122900,134,40,122,2,5,"0"
"50359",122900,134,40,122,2,4,"0"
"50362",122900,134,40,122,2,4,"0"
"50369",122900,134,22,122,1,7,"0"
"50378",122900,134,22,122,2,4,"0"
"50386",122900,134,22,122,2,4,"0"
"50395",122900,134,22,122,2,4,"0"
"50403",122900,134,41,122,2,4,"0"
"50411",122900,134,40,122,1,7,"0"
"50423",122900,134,22,122,2,4,"0"
"50434",122900,134,40,122,2,4,"0"
"50441",122900,134,40,122,2,5,"0"
"50442",122900,134,22,122,2,4,"0"
"50445",122900,134,22,122,1,7,"0"
"50453",122900,134,40,122,2,5,"0"
"50455",122900,134,40,122,2,4,"0"
"50459",122900,134,40,122,2,4,"0"
"50463",122900,134,40,122,2,4,"0"
"50467",122900,134,22,122,1,7,"0"
"50473",122900,134,22,122,2,4,"0"
"50477",122900,134,41,122,2,4,"0"
"50484",122900,134,22,122,1,7,"0"
"50492",122900,134,22,122,1,7,"0"
"50498",122900,134,40,122,1,7,"0"
"50506",122900,134,22,122,1,7,"0"
"50515",122900,134,22,122,2,4,"0"
"50517",122900,134,40,122,1,7,"0"
"50525",122900,134,27,122,2,4,"0"
"50529",122900,134,22,122,2,5,"0"
"50530",122900,134,31,122,2,5,"0"
"50539",122900,134,40,122,2,4,"0"
"50543",122900,134,40,122,2,4,"0"
"50547",122900,134,22,122,2,4,"0"
"50551",122900,134,22,122,1,7,"0"
"50559",122900,134,41,122,2,4,"0"
"50563",122900,134,22,122,2,4,"0"
"50570",122900,134,40,122,2,4,"0"
"50579",122900,134,22,122,2,4,"0"
"50583",122900,134,41,122,2,4,"0"
"50592",122900,134,22,122,2,4,"0"
"50599",122900,134,27,122,2,4,"0"
"50607",122900,134,40,122,2,4,"0"
"50611",122900,134,27,122,2,4,"0"
"50614",122900,134,40,122,2,4,"0"
"50618",122900,134,40,122,1,7,"0"
"50626",122900,134,40,122,2,4,"0"
"50634",122900,134,31,122,2,4,"0"
"50636",122900,134,83,122,2,4,"0"
"50646",122900,134,22,122,1,7,"0"
"50653",122900,134,22,122,2,4,"0"
"50657",122900,134,22,122,1,7,"0"
"50664",122900,134,27,122,2,4,"0"
"50670",122900,134,40,122,1,7,"0"
"50679",122900,51,22,195,2,4,"0"
"50685",122900,51,40,195,1,7,"0"
"50695",122900,51,22,195,2,4,"0"
"50696",122900,51,22,195,1,7,"0"
"50702",122900,51,40,195,2,4,"0"
"50709",122900,51,22,195,2,4,"0"
"50723",122900,109,22,195,2,4,"0"
"50724",122900,51,22,195,2,4,"0"
"50732",122900,134,28,352,2,4,"0"
"50733",122900,134,49,352,2,4,"0"
"50736",122900,134,32,352,2,4,"0"
"50737",122900,134,50,352,2,4,"0"
"50738",122900,134,28,352,2,3,"1"
"50739",122900,134,33,352,2,5,"0"
"50740",122900,134,28,352,2,4,"0"
"50743",122900,134,49,352,2,3,"1"
"50745",122900,134,28,352,2,5,"0"
"50746",122900,134,28,352,2,4,"0"
"50747",122900,134,40,352,2,3,"1"
"50748",122900,134,40,352,2,3,"1"
"50749",122900,134,48,352,2,3,"1"
"50753",122900,134,33,352,2,3,"1"
"50754",122900,134,46,352,2,5,"0"
"50755",122900,134,27,138,2,4,"0"
"50764",122900,134,27,138,2,4,"0"
"50769",122900,134,82,138,2,4,"0"
"50774",122900,134,44,138,2,4,"0"
"50775",122900,134,28,138,2,5,"0"
"50784",122900,134,46,138,2,4,"0"
"50796",122900,134,36,138,2,4,"0"
"50805",122900,134,36,138,2,4,"0"
"50812",122900,134,29,138,2,4,"0"
"50822",122900,134,44,138,2,4,"0"
"50830",122900,134,27,138,2,4,"0"
"50839",122900,134,40,138,2,4,"0"
"50848",122900,134,36,138,2,4,"0"
"50858",122900,134,22,138,2,4,"0"
"50867",122900,134,22,138,2,4,"0"
"50868",122900,134,22,138,2,4,"0"
"50871",122900,134,22,138,2,4,"0"
"50872",122900,134,175,138,2,4,"0"
"50882",122900,134,41,138,2,4,"0"
"50883",122900,134,22,138,2,4,"0"
"50884",122900,134,36,138,2,4,"0"
"50888",122900,134,40,138,2,4,"0"
"50897",122900,134,36,138,2,4,"0"
"50905",122900,134,36,138,2,4,"0"
"50906",122900,134,22,138,2,4,"0"
"50915",122900,134,22,138,2,3,"1"
"50917",122900,162,40,138,2,3,"1"
"50920",122900,134,22,138,1,7,"0"
"50930",122900,134,28,138,2,4,"0"
"50940",122900,134,32,138,2,4,"0"
"50949",122900,134,46,138,2,4,"0"
"50958",122900,134,22,138,2,4,"0"
"50965",122900,134,22,138,2,4,"0"
"50974",122900,134,41,138,2,4,"0"
"50982",122900,134,28,138,2,4,"0"
"50992",122900,134,7,138,2,4,"0"
"51002",122900,134,44,138,2,4,"0"
"51009",122900,134,29,138,2,4,"0"
"51024",122900,51,46,138,2,4,"0"
"51041",122900,134,49,138,2,4,"0"
"51053",122900,134,49,138,2,5,"0"
"51065",122900,134,32,138,2,4,"0"
"51068",122900,134,41,138,2,5,"0"
"51074",122900,134,22,138,2,4,"0"
"51084",122900,134,22,138,2,4,"0"
"51093",122900,134,28,138,2,4,"0"
"51104",122900,134,22,138,2,5,"0"
"51109",122900,134,44,138,2,4,"0"
"51115",122900,134,22,138,2,4,"0"
"51121",122900,134,40,138,2,4,"0"
"51122",122900,134,27,138,2,4,"0"
"51127",122900,134,40,138,1,7,"0"
"51136",122900,134,27,138,2,4,"0"
"51139",122900,134,41,138,2,4,"0"
"51140",122900,134,40,138,1,7,"0"
"51148",122900,134,22,138,2,4,"0"
"51149",122900,134,40,138,1,7,"0"
"51157",122900,134,22,138,1,7,"0"
"51165",122900,134,22,138,1,7,"0"
"51174",122900,134,82,138,2,4,"0"
"51178",122900,134,45,138,2,4,"0"
"51186",122900,134,31,138,2,4,"0"
"51194",122900,134,40,138,2,4,"0"
"51202",122900,134,45,138,2,5,"0"
"51210",122900,134,40,138,1,7,"0"
"51216",122900,134,27,138,2,4,"0"
"51221",122900,134,40,138,1,7,"0"
"51228",122900,134,22,138,1,7,"0"
"51234",122900,134,22,138,2,5,"0"
"51240",122900,134,41,138,2,4,"0"
"51246",122900,134,22,138,1,7,"0"
"51255",122900,134,22,138,2,4,"0"
"51265",122900,134,40,138,2,4,"0"
"51271",122900,134,27,138,1,7,"0"
"51277",122900,134,40,138,2,5,"0"
"51282",122900,134,22,138,2,4,"0"
"51286",122900,134,22,138,2,4,"0"
"51294",122900,134,41,138,2,4,"0"
"51295",122900,134,22,138,2,4,"0"
"51296",122900,134,27,138,1,7,"0"
"51304",122900,134,22,138,1,7,"0"
"51311",122900,134,22,138,1,7,"0"
"51319",122900,134,44,138,2,4,"0"
"51328",122900,134,22,138,1,7,"0"
"51335",122900,134,22,138,2,4,"0"
"51339",122900,134,44,138,2,4,"0"
"51343",122900,134,45,138,1,7,"0"
"51351",122900,51,44,89,2,5,"0"
"51357",122900,51,40,89,2,4,"0"
"51360",122900,182,41,89,2,4,"0"
"51361",122900,51,40,89,2,4,"0"
"51369",122900,51,40,89,2,4,"0"
"51373",122900,51,41,89,1,7,"0"
"51379",122900,51,22,89,2,4,"0"
"51380",122900,51,22,89,1,7,"0"
"51389",122900,51,40,89,1,7,"0"
"51397",122900,51,44,89,2,4,"0"
"51406",122900,51,41,89,2,4,"0"
"51413",122900,51,41,89,1,7,"0"
"51421",122900,51,22,89,2,4,"0"
"51423",122900,51,41,89,1,7,"0"
"51431",122900,109,22,89,1,7,"0"
"51438",122900,51,40,89,2,4,"0"
"51444",122900,51,40,89,1,7,"0"
"51452",122900,51,40,89,2,4,"0"
"51459",122900,51,40,89,2,4,"0"
"51469",122900,51,22,89,2,4,"0"
"51477",122900,51,41,89,2,4,"0"
"51484",122900,51,22,89,1,7,"0"
"51489",122900,182,22,89,2,4,"0"
"51496",122900,51,40,89,2,5,"0"
"51503",122900,51,82,89,2,4,"0"
"51507",122900,51,22,89,2,4,"0"
"51518",122900,51,22,89,2,4,"0"
"51529",122900,51,41,89,2,4,"0"
"51534",122900,51,22,89,2,3,"1"
"51536",122900,134,40,89,2,4,"0"
"51541",122900,51,40,89,2,4,"0"
"51548",122900,51,40,89,2,3,"1"
"51551",122900,51,40,89,2,3,"1"
"51553",122900,51,40,89,1,7,"0"
"51562",122900,51,27,89,2,4,"0"
"51566",122900,51,22,89,2,4,"0"
"51575",122900,51,40,89,1,7,"0"
"51582",122900,51,82,89,2,4,"0"
"51587",122900,51,40,89,2,5,"0"
"51592",122900,51,44,89,2,5,"0"
"51593",122900,51,40,89,2,4,"0"
"51600",122900,51,22,89,2,3,"1"
"51605",122900,51,40,89,2,3,"1"
"51606",122900,51,44,89,2,4,"0"
"51612",122900,134,22,89,2,4,"0"
"51621",122900,118,40,89,2,4,"0"
"51623",122900,51,41,89,2,4,"0"
"51630",122900,182,40,89,1,7,"0"
"51635",122900,51,40,89,2,4,"0"
"51643",122900,51,31,89,2,5,"0"
"51648",122900,51,22,89,2,4,"0"
"51654",122900,51,40,89,2,4,"0"
"51659",122900,51,82,89,2,3,"1"
"51660",122900,51,82,89,2,4,"0"
"51670",122900,51,31,89,2,4,"0"
"51675",122900,51,22,89,1,7,"0"
"51682",122900,51,40,89,1,7,"0"
"51688",122900,51,22,89,2,4,"0"
"51694",122900,51,40,89,2,4,"0"
"51701",122900,182,41,89,2,4,"0"
"51703",122900,51,22,89,2,4,"0"
"51704",122900,51,31,89,2,4,"0"
"51713",122900,51,22,89,2,4,"0"
"51716",122900,51,22,89,2,3,"1"
"51718",122900,51,22,89,2,3,"1"
"51727",122900,51,22,89,2,3,"1"
"51728",122900,51,81,89,1,7,"0"
"51738",122900,51,40,89,2,4,"0"
"51743",122900,51,41,89,2,5,"0"
"51751",122900,51,82,89,2,4,"0"
"51759",122900,51,83,89,2,3,"1"
"51763",122900,51,40,89,1,7,"0"
"51774",122900,51,41,89,2,4,"0"
"51775",122900,51,41,89,2,4,"0"
"51777",122900,51,36,89,2,3,"1"
"51778",122900,182,36,89,2,3,"1"
"51779",122900,51,22,89,2,4,"0"
"51792",122900,51,40,89,2,5,"0"
"51801",122900,51,40,89,2,4,"0"
"51812",122900,228,22,89,2,3,"1"
"51814",122900,51,40,89,2,3,"1"
"51817",122900,228,40,89,2,3,"1"
"51818",122900,43,44,89,2,3,"1"
"51819",122900,51,40,89,2,3,"1"
"51822",122900,51,45,89,2,4,"0"
"51831",122900,51,40,89,2,4,"0"
"51841",122900,51,36,89,2,4,"0"
"51850",122900,51,31,89,2,4,"0"
"51856",122900,51,81,89,2,4,"0"
"51863",122900,51,22,89,2,3,"1"
"51864",122900,51,36,89,2,3,"1"
"51865",122900,51,40,89,2,4,"0"
"51874",122900,51,22,89,2,4,"0"
"51883",122900,51,46,89,2,3,"1"
"51884",122900,51,22,89,2,4,"0"
"51892",122900,51,46,89,2,3,"1"
"51893",122900,182,46,89,2,3,"1"
"51894",122900,51,49,89,2,4,"0"
"51901",122900,182,8,89,2,4,"0"
"51915",122900,51,36,89,2,3,"1"
"51916",122900,182,81,89,2,4,"0"
"51924",122900,51,40,89,2,4,"0"
"51932",122900,51,46,89,2,4,"0"
"51942",122900,51,49,89,2,4,"0"
"51953",122900,51,83,89,2,4,"0"
"51954",122900,51,13,89,2,4,"0"
"51965",122900,51,50,89,2,3,"1"
"51967",122900,51,46,89,2,4,"0"
"51974",122900,51,47,89,2,5,"0"
"51987",122900,51,33,89,2,4,"0"
"51988",122900,51,40,89,2,5,"0"
"51997",122900,51,41,89,2,4,"0"
"52007",122900,51,46,89,2,5,"0"
"52011",122900,182,22,89,2,4,"0"
"52016",122900,51,46,89,2,4,"0"
"52024",122900,182,46,89,2,3,"1"
"52026",122900,51,36,89,2,5,"0"
"52029",122900,182,13,89,2,4,"0"
"52037",122900,51,28,89,2,4,"0"
"52042",122900,182,46,89,2,4,"0"
"52051",122900,182,40,89,2,4,"0"
"52059",122900,51,50,89,2,4,"0"
"52066",122900,51,12,89,2,5,"0"
"52075",122900,51,46,89,2,4,"0"
"52081",122900,51,28,89,2,4,"0"
"52089",122900,51,20,89,2,4,"0"
"52097",122900,109,27,89,2,4,"0"
"52104",122900,51,45,89,2,4,"0"
"52107",122900,51,31,89,2,4,"0"
"52109",122900,51,28,89,2,4,"0"
"52116",122900,51,166,89,2,3,"1"
"52117",122900,51,22,89,2,4,"0"
"52124",122900,51,41,89,2,4,"0"
"52131",122900,51,45,89,2,4,"0"
"52139",122900,134,28,152,2,4,"0"
"52148",122900,134,50,152,2,4,"0"
"52160",122900,134,48,152,2,4,"0"
"52167",122900,134,30,152,2,5,"0"
"52168",122900,51,36,152,2,4,"0"
"52177",122900,134,33,152,2,4,"0"
"52190",122900,134,13,152,2,4,"0"
"52200",122900,134,30,152,2,4,"0"
"52207",122900,134,34,152,2,4,"0"
"52219",122900,134,33,152,2,3,"1"
"52220",122900,134,33,152,1,7,"0"
"52229",122900,134,30,152,2,4,"0"
"52240",122900,134,32,152,1,7,"0"
"52251",122900,134,46,152,2,4,"0"
"52258",122900,134,33,152,2,4,"0"
"52266",122900,134,30,152,2,4,"0"
"52268",122900,134,33,152,2,4,"0"
"52274",122900,134,40,152,2,4,"0"
"52281",122900,134,33,152,2,4,"0"
"52289",122900,134,32,152,2,4,"0"
"52298",122900,134,33,152,2,4,"0"
"52304",122900,134,33,152,2,4,"0"
"52312",122900,134,40,152,2,4,"0"
"52315",122900,134,32,152,2,3,"1"
"52316",122900,134,13,152,2,4,"0"
"52323",122900,134,33,152,2,4,"0"
"52324",122900,134,22,152,2,4,"0"
"52334",122900,134,28,152,2,4,"0"
"52345",122900,134,31,152,2,5,"0"
"52348",122900,134,41,152,2,4,"0"
"52357",122900,228,46,152,2,3,"1"
"52358",122900,134,22,152,2,4,"0"
"52367",122900,134,49,152,2,4,"0"
"52376",122900,134,31,152,2,3,"1"
"52386",122900,134,46,152,2,4,"0"
"52387",122900,134,30,152,2,5,"0"
"52389",122900,134,30,152,2,5,"0"
"52391",122900,134,28,152,2,5,"0"
"52393",122900,134,49,152,2,4,"0"
"52400",122900,134,31,152,2,4,"0"
"52409",122900,134,22,152,2,5,"0"
"52411",122900,134,22,152,2,5,"0"
"52413",122900,134,54,152,2,4,"0"
"52423",122900,134,40,152,2,4,"0"
"52429",122900,134,41,152,2,5,"0"
"52430",122900,134,44,152,2,4,"0"
"52441",122900,134,40,152,2,4,"0"
"52446",122900,134,82,152,2,4,"0"
"52456",122900,134,52,152,2,3,"1"
"52459",122900,134,40,152,2,5,"0"
"52462",122900,134,22,152,1,7,"0"
"52471",122900,134,41,152,2,4,"0"
"52479",122900,134,22,152,2,3,"1"
"52480",122900,134,60,152,2,4,"0"
"52481",122900,134,31,152,2,4,"0"
"52482",122900,134,22,152,2,4,"0"
"52491",122900,134,40,152,2,3,"1"
"52493",122900,134,60,152,2,3,"1"
"52496",122900,134,40,152,2,4,"0"
"52497",122900,134,41,152,2,4,"0"
"52504",122900,134,31,152,2,4,"0"
"52505",122900,134,40,152,2,4,"0"
"52509",122900,134,22,152,2,4,"0"
"52510",122900,134,22,152,2,4,"0"
"52515",122900,134,40,152,2,5,"0"
"52517",122900,134,40,152,2,4,"0"
"52519",122900,134,40,152,1,7,"0"
"52528",122900,134,40,152,2,4,"0"
"52537",122900,134,27,152,2,4,"0"
"52538",122900,134,40,152,1,7,"0"
"52548",122900,134,40,152,2,4,"0"
"52551",122900,134,83,152,2,4,"0"
"52558",122900,134,40,152,2,4,"0"
"52564",122900,134,41,152,2,4,"0"
"52575",122900,134,31,152,2,4,"0"
"52582",122900,134,22,152,2,4,"0"
"52587",122900,134,31,152,2,5,"0"
"52595",122900,134,22,152,1,7,"0"
"52603",122900,134,40,152,2,4,"0"
"52607",122900,134,41,152,2,4,"0"
"52618",122900,134,27,152,2,4,"0"
"52619",122900,134,40,152,2,4,"0"
"52626",122900,134,40,152,2,4,"0"
"52634",122900,134,40,152,1,7,"0"
"52640",122900,134,22,152,2,4,"0"
"52652",122900,134,22,152,2,4,"0"
"52664",122900,134,22,152,1,7,"0"
"52672",122900,134,59,152,2,4,"0"
"52684",122900,134,41,152,2,4,"0"
"52688",122900,134,40,152,1,7,"0"
"52695",122900,134,22,152,1,7,"0"
"52702",122900,134,22,152,2,4,"0"
"52706",122900,134,22,152,1,7,"0"
"52715",122900,134,40,152,2,4,"0"
"52721",122900,134,22,152,2,4,"0"
"52722",122900,134,40,152,2,4,"0"
"52727",122900,134,22,152,2,4,"0"
"52732",122900,134,40,152,2,4,"0"
"52741",122900,134,82,152,2,4,"0"
"52745",122900,134,41,152,2,4,"0"
"52753",122900,134,60,152,2,4,"0"
"52763",122900,134,40,152,1,7,"0"
"52772",122900,134,44,152,2,4,"0"
"52779",122900,134,22,152,1,7,"0"
"52786",122900,134,31,152,2,4,"0"
"52795",122900,134,40,152,1,7,"0"
"52804",122900,134,40,152,1,7,"0"
"52813",122900,134,22,152,2,5,"0"
"52821",122900,134,22,152,1,7,"0"
"52829",122900,134,45,152,2,4,"0"
"52832",122900,134,40,152,1,7,"0"
"52838",122900,134,22,152,1,7,"0"
"52845",122900,134,22,152,2,4,"0"
"52849",122900,134,22,152,1,7,"0"
"52855",122900,134,40,152,2,4,"0"
"52859",122900,134,22,152,1,7,"0"
"52868",122900,134,22,152,1,7,"0"
"52875",122900,134,22,152,1,7,"0"
"52884",122900,182,44,565,2,4,"0"
"52890",122900,182,22,565,1,7,"0"
"52896",122900,182,40,565,1,7,"0"
"52903",122900,182,40,565,1,7,"0"
"52911",122900,182,41,565,2,4,"0"
"52919",122900,134,40,565,2,4,"0"
"52921",122900,182,40,565,2,4,"0"
"52924",122900,182,45,565,2,4,"0"
"52934",122900,182,22,565,2,5,"0"
"52937",122900,182,22,565,2,4,"0"
"52944",122900,182,40,565,2,4,"0"
"52954",122900,182,40,565,2,4,"0"
"52963",122900,109,22,565,2,4,"0"
"52972",122900,182,41,565,2,4,"0"
"52977",122900,182,83,565,2,4,"0"
"52986",122900,182,40,565,2,4,"0"
"52997",122900,182,36,565,2,4,"0"
"53007",122900,182,40,565,2,4,"0"
"53013",122900,182,45,565,2,4,"0"
"53023",122900,182,22,565,2,3,"1"
"53025",122900,109,40,565,2,4,"0"
"53031",122900,182,41,565,2,4,"0"
"53035",122900,182,40,565,2,3,"1"
"53036",122900,182,22,565,2,4,"0"
"53044",122900,182,22,565,2,4,"0"
"53045",122900,182,22,565,2,3,"1"
"53047",122900,182,41,565,1,7,"0"
"53055",122900,182,36,565,2,4,"0"
"53059",122900,182,36,565,2,5,"0"
"53069",122900,182,22,565,2,4,"0"
"53070",122900,51,22,565,2,4,"0"
"53079",122900,182,40,565,2,3,"1"
"53081",122900,182,41,565,1,7,"0"
"53089",122900,43,40,565,2,4,"0"
"53097",122900,182,82,565,2,3,"1"
"53098",122900,182,40,565,2,3,"1"
"53107",122900,182,28,565,2,4,"0"
"53110",122900,118,40,565,2,4,"0"
"53116",122900,182,50,565,2,3,"1"
"53120",122900,182,46,565,2,4,"0"
"53129",122900,109,28,565,1,7,"0"
"53139",122900,182,45,565,2,3,"1"
"53146",122900,182,46,565,2,5,"0"
"53150",122900,182,41,565,2,4,"0"
"53162",122900,134,40,649,2,4,"0"
"53169",122900,182,44,649,2,4,"0"
"53174",122900,109,40,649,2,3,"1"
"53176",122900,134,22,649,2,5,"0"
"53182",122900,134,22,649,2,3,"1"
"53183",122900,182,22,649,2,3,"1"
"53189",122900,162,175,649,2,3,"1"
"53190",122900,134,40,649,2,4,"0"
"53199",122900,182,40,649,2,4,"0"
"53201",122900,134,40,649,2,5,"0"
"53207",122900,228,36,649,2,3,"1"
"53209",122900,134,36,649,2,4,"0"
"53214",122900,134,40,649,2,4,"0"
"53221",122900,228,22,649,2,3,"1"
"53222",122900,134,22,649,2,5,"0"
"53232",122900,134,44,649,2,4,"0"
"53240",122900,134,22,649,2,4,"0"
"53247",122900,134,22,649,2,4,"0"
"53257",122900,134,40,649,2,4,"0"
"53270",122900,134,60,649,2,4,"0"
"53278",122900,162,40,649,2,3,"1"
"53279",122900,228,22,649,2,3,"1"
"53281",122900,134,22,649,2,4,"0"
"53286",122900,134,22,649,2,5,"0"
"53289",122900,134,40,649,2,3,"1"
"53290",122900,134,40,649,2,4,"0"
"53299",122900,134,40,649,2,4,"0"
"53300",122900,134,40,649,2,4,"0"
"53308",122900,134,32,649,2,4,"0"
"53318",122900,134,22,649,2,5,"0"
"53320",122900,134,36,649,2,4,"0"
"53322",122900,134,45,649,2,5,"0"
"53324",122900,134,36,649,2,3,"1"
"53326",122900,134,59,649,2,4,"0"
"53331",122900,134,32,649,2,5,"0"
"53336",122900,134,33,649,2,3,"1"
"53337",122900,134,30,649,2,3,"1"
"53338",122900,134,28,649,2,5,"0"
"53341",122900,134,40,649,2,4,"0"
"53351",122900,134,45,649,2,3,"1"
"53352",122900,134,32,649,2,3,"1"
"53354",122900,134,36,649,2,4,"0"
"53360",122900,134,40,649,2,4,"0"
"53368",122900,134,50,649,2,4,"0"
"53378",122900,228,29,649,2,3,"1"
"53379",122900,134,46,649,2,4,"0"
"53383",122900,134,40,649,2,3,"1"
"53391",122900,134,45,649,2,4,"0"
"53401",122900,134,50,649,2,3,"1"
"53403",122900,228,33,649,2,4,"0"
"53413",122900,134,28,649,2,3,"1"
"53418",122900,134,22,649,2,4,"0"
"53427",122900,134,22,649,2,3,"1"
"53430",122900,134,32,649,2,3,"1"
"53434",122900,109,28,649,2,4,"0"
"53444",122900,134,29,649,2,5,"0"
"53447",122900,134,32,649,2,4,"0"
"53451",122900,134,32,649,2,4,"0"
"53460",122900,134,29,649,2,3,"1"
"53465",122900,134,32,649,2,4,"0"
"53474",122900,134,30,649,2,4,"0"
"53485",122900,134,51,649,2,4,"0"
"53488",122900,134,22,649,2,5,"0"
"53496",122900,134,82,649,2,4,"0"
"53503",122900,51,40,649,2,3,"1"
"53504",122900,162,40,649,2,3,"1"
"53506",122900,134,40,649,1,7,"0"
"53512",122900,182,41,649,2,4,"0"
"53520",122900,134,27,649,1,7,"0"
"53527",122900,134,40,649,2,4,"0"
"53536",122900,228,41,649,2,3,"1"
"53538",122900,134,40,649,2,3,"1"
"53539",122900,228,40,649,2,3,"1"
"53541",122900,134,40,649,2,3,"1"
"53543",122900,134,40,649,2,4,"0"
"53550",122900,134,22,649,2,4,"0"
"53556",122900,134,22,649,2,4,"0"
"53560",122900,134,22,649,2,3,"1"
"53566",122900,134,22,649,2,3,"1"
"53567",122900,134,40,649,2,3,"1"
"53569",122900,134,31,649,2,4,"0"
"53575",122900,182,31,649,2,4,"0"
"53582",122900,182,41,649,2,4,"0"
"53590",135100,158,44,494,2,4,"0"
"53596",135100,158,82,494,2,5,"0"
"53603",135100,113,31,410,2,3,"1"
"53604",135100,158,31,410,2,4,"0"
"53605",135100,158,27,410,2,4,"0"
"53608",135100,113,44,410,2,4,"0"
